Year,Month number,Offence category,Offence type,Alcohol involvement,DV involvement,Reporting region ,Number of offences
2020,6,Commercial break-ins,Commercial break-ins actual,No alcohol involved,Non-DV,Darwin,10
2020,6,Commercial break-ins,Commercial break-ins attempted,No alcohol involved,Non-DV,Darwin,2
2020,6,Homicide and related Offences,Attempted Murder,No alcohol involved,Non-DV,Darwin,1
2020,6,House break-ins,House break-ins actual,No alcohol involved,Non-DV,Darwin,14
2020,6,House break-ins,House break-ins attempted,No alcohol involved,Non-DV,Darwin,2
2020,6,Motor theft and related offences,Illegal use of a motor vehicle,No alcohol involved,Non-DV,Darwin,6
2020,6,Motor theft and related offences,Theft of motor vehicle parts or contents,No alcohol involved,Non-DV,Darwin,15
2020,6,Other Dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,No alcohol involved,Non-DV,Darwin,3
2020,6,Property Damage Offences,Property damage offences,No alcohol involved,Non-DV,Darwin,156
2020,6,Robbery - extortion and related offences,Robbery,No alcohol involved,Non-DV,Darwin,9
2020,6,Sexual Assault and related offences,Non-assaultive sexual offences,No alcohol involved,Non-DV,Darwin,6
2020,6,Sexual Assault and related offences,Sexual assault,No alcohol involved,Non-DV,Darwin,11
2020,6,Theft and related offences (other than MV),Theft and related offences (other than MV),No alcohol involved,Non-DV,Darwin,163
2020,7,Abduction - harassment and other offences against the person,Deprivation of liberty /false imprisonment,No alcohol involved,Non-DV,Darwin,1
2020,7,Abduction - harassment and other offences against the person,Threatening behaviour,No alcohol involved,Non-DV,Darwin,7
2020,7,Acts intended to cause injury,Assault,Alcohol involved,DV,Darwin,54
2020,7,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,Darwin,53
2020,7,Acts intended to cause injury,Assault,No alcohol involved,DV,Darwin,14
2020,7,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Darwin,27
2020,7,Acts intended to cause injury,Assault,No alcohol involved,DV,Darwin,7
2020,7,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Darwin,24
2020,7,Acts intended to cause injury,Other acts intended to cause injury,No alcohol involved,Non-DV,Darwin,2
2020,7,Commercial break-ins,Commercial break-ins actual,No alcohol involved,Non-DV,Darwin,4
2020,7,Commercial break-ins,Commercial break-ins attempted,No alcohol involved,Non-DV,Darwin,1
2020,7,House break-ins,House break-ins actual,No alcohol involved,Non-DV,Darwin,20
2020,7,House break-ins,House break-ins attempted,No alcohol involved,Non-DV,Darwin,1
2020,7,Motor theft and related offences,Illegal use of a motor vehicle,No alcohol involved,Non-DV,Darwin,5
2020,7,Motor theft and related offences,Theft of motor vehicle parts or contents,No alcohol involved,Non-DV,Darwin,11
2020,7,Other Dangerous or negligent acts endangering persons,Other dangerous or negligent acts endangering persons,No alcohol involved,Non-DV,Darwin,3
2020,7,Property Damage Offences,Property damage offences,No alcohol involved,Non-DV,Darwin,164
2020,7,Robbery - extortion and related offences,Robbery,No alcohol involved,Non-DV,Darwin,11
2020,7,Sexual Assault and related offences,Non-assaultive sexual offences,No alcohol involved,Non-DV,Darwin,5
2020,7,Sexual Assault and related offences,Sexual assault,No alcohol involved,Non-DV,Darwin,16
2020,7,Theft and related offences (other than MV),Theft and related offences (other than MV),No alcohol involved,Non-DV,Darwin,134
2020,8,Abduction - harassment and other offences against the person,Harassment and private nuisance,No alcohol involved,Non-DV,Darwin,3
2020,8,Abduction - harassment and other offences against the person,Threatening behaviour,No alcohol involved,Non-DV,Darwin,2
2020,8,Acts intended to cause injury,Assault,Alcohol involved,DV,Darwin,51
2020,8,Acts intended to cause injury,Assault,Alcohol involved,Non-DV,Darwin,47
2020,8,Acts intended to cause injury,Assault,No alcohol involved,DV,Darwin,5
2020,8,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Darwin,21
2020,8,Acts intended to cause injury,Assault,No alcohol involved,DV,Darwin,16
2020,8,Acts intended to cause injury,Assault,No alcohol involved,Non-DV,Darwin,29
2020,8,Acts intended to cause injury,Other acts intended to cause injury,No alcohol involved,Non-DV,Darwin,2
2020,8,Commercial break-ins,Commercial break-ins actual,No alcohol involved,Non-DV,Darwin,6
2020,8,House break-ins,House break-ins actual,No alcohol involved,Non-DV,Darwin,11
